age,WORKCLASS,fnlwgt,EDUCATION,educational_num,MARITAL_STATUS,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_>50K
39,#N/A,201105,3,13,3,#N/A,4,1,2,0,0,30,1,0
25,1,172402,4,10,2,4,2,1,2,0,0,40,1,0
30,1,180574,4,10,2,4,6,1,2,0,0,40,1,0
59,#N/A,87247,8,6,1,#N/A,1,1,2,0,0,40,8,0
45,1,165346,4,10,1,1,5,1,2,0,0,64,1,0
23,1,189924,4,10,2,2,2,1,2,0,0,40,1,0
63,1,38352,7,9,4,4,5,1,2,0,0,40,1,0
49,3,179048,7,9,3,6,3,1,1,0,0,60,25,0
41,1,168730,4,10,3,6,3,1,1,0,0,50,1,1
32,1,24961,#N/A,11,3,12,3,1,1,0,0,40,1,0
25,1,123095,4,10,2,4,2,1,1,0,1590,40,1,0
33,5,133876,7,9,1,11,5,1,1,0,0,40,1,0
43,1,152159,3,13,3,5,3,2,1,0,0,40,1,0
20,1,223921,2,8,2,5,2,1,2,0,0,40,1,0
28,1,39232,3,13,2,10,1,1,1,0,0,45,1,0
34,1,54850,3,13,2,1,1,1,1,0,1590,50,1,0
31,1,206541,4,10,3,4,3,1,1,0,0,40,1,0
41,1,308550,7,9,1,11,5,1,2,0,0,60,1,0
46,1,107425,7,9,1,6,1,1,2,0,0,40,1,0
60,#N/A,251572,7,9,4,#N/A,1,1,1,0,0,35,24,0
47,1,171807,7,9,1,6,5,1,2,0,0,45,1,0
46,6,216414,10,14,3,6,3,1,1,0,1977,60,1,1
19,1,277695,11,1,2,8,1,1,1,0,0,36,7,0
26,1,143756,4,10,2,2,1,1,1,0,0,40,1,0
28,1,152951,7,9,1,7,1,1,1,0,0,40,1,0
64,5,198728,4,10,2,3,5,1,1,0,0,40,1,0
23,1,445758,13,3,2,7,5,1,1,0,0,40,7,0
31,1,169122,7,9,1,2,1,1,1,0,0,28,1,0
39,#N/A,334291,7,9,3,1,3,1,1,0,0,40,1,0
20,1,155818,7,9,2,2,2,1,2,0,0,20,1,0
59,1,198435,7,9,3,11,3,1,1,0,0,50,1,0
19,1,181546,4,10,2,4,2,1,2,0,0,40,1,0
50,5,234143,10,14,3,1,3,2,1,0,0,45,1,1
34,1,56150,9,7,2,3,5,1,1,0,0,40,1,0
20,1,105585,4,10,2,6,2,1,1,0,0,25,1,0
26,2,413846,3,13,2,1,1,1,1,0,0,40,1,0
29,1,165737,3,13,2,10,1,3,1,0,0,1,2,0
75,3,184335,9,7,3,1,3,1,1,0,0,30,1,0
34,1,174789,7,9,3,6,3,1,1,0,0,45,1,1
36,1,225399,7,9,3,11,3,1,1,7298,0,40,1,1
55,3,278228,8,6,3,6,3,1,1,0,0,35,1,0
38,1,186815,7,9,3,6,3,1,1,0,0,43,1,0
59,5,205718,4,10,3,10,4,1,2,0,0,24,11,0
42,1,66460,4,10,1,1,5,1,2,0,0,45,1,0
51,1,373448,4,10,3,1,3,1,1,0,2002,40,1,0
31,1,369027,7,9,3,3,3,2,1,0,0,37,1,0
46,1,188386,1,16,3,1,3,1,1,15024,0,60,1,1
27,1,37754,4,10,3,8,3,1,1,0,0,80,1,0
28,5,194759,4,10,2,6,1,1,1,0,1669,90,1,0
37,#N/A,172256,4,10,3,#N/A,3,1,1,0,0,20,1,0
25,1,282313,8,6,2,7,2,2,1,0,1602,40,1,0
27,1,242097,#N/A,11,3,3,3,1,1,0,0,50,1,0
36,5,142573,7,9,3,1,3,1,1,0,0,45,1,1
31,1,174704,7,9,1,6,5,2,1,0,0,50,1,0
41,5,185057,7,9,1,1,5,1,2,0,0,40,1,0
28,1,38918,4,10,3,11,3,1,1,0,0,50,14,1
25,1,110978,15,12,3,4,4,3,2,0,0,37,19,1
22,1,333838,4,10,2,2,1,1,1,0,0,40,1,0
27,1,37088,15,12,2,2,1,1,1,0,0,40,1,0
44,1,755858,7,9,3,11,3,1,1,0,0,70,1,1
49,1,367037,15,12,1,4,1,1,2,4650,0,40,1,0
23,1,206129,#N/A,11,2,11,5,2,2,0,0,40,1,0
29,#N/A,44921,7,9,3,#N/A,4,1,2,0,0,40,1,0
44,6,95150,4,10,3,1,3,1,1,0,0,50,1,1
45,2,183710,7,9,1,3,1,1,1,0,0,48,1,0
38,1,170783,#N/A,11,1,2,2,1,1,0,0,25,1,0
47,2,185400,7,9,3,1,3,1,1,0,0,40,1,1
35,1,180342,7,9,3,11,3,1,1,0,0,40,1,0
45,3,277434,3,13,3,1,3,1,1,0,0,50,1,0
52,#N/A,73117,7,9,1,#N/A,5,1,2,0,0,38,1,0
18,1,70240,7,9,2,6,2,3,2,0,0,40,1,0
59,1,31137,7,9,3,11,3,1,1,0,0,40,1,1
35,2,43712,#N/A,11,3,12,3,1,1,0,0,45,1,0
59,1,182460,7,9,3,1,3,1,1,0,0,30,1,1
43,1,266439,7,9,1,5,1,1,1,0,0,45,1,0
36,3,166213,7,9,3,3,3,1,1,0,0,40,1,1
41,#N/A,213416,13,3,3,#N/A,3,1,1,0,0,32,7,0
28,1,472580,4,10,2,6,2,2,1,0,0,40,1,0
29,1,269786,7,9,3,11,3,1,1,0,0,40,1,0
42,4,122215,7,9,3,11,3,1,1,0,0,48,1,1
33,1,173248,7,9,3,2,3,2,1,0,0,35,1,0
23,1,214542,3,13,2,7,1,1,1,0,0,40,1,0
64,1,88470,4,10,3,2,3,1,1,0,0,40,1,0
51,1,146767,3,13,3,10,3,1,1,0,0,40,1,1
19,1,179422,7,9,2,2,1,1,2,0,0,35,1,0
31,1,361497,5,4,2,8,6,1,1,0,0,60,4,0
49,1,240841,5,4,1,2,5,1,2,0,0,35,1,0
18,1,276540,2,8,2,6,2,2,2,0,0,15,1,0
41,1,315834,3,13,2,10,1,1,2,0,1876,40,1,0
34,1,33945,7,9,1,11,1,1,1,6849,0,55,1,0
18,1,41381,7,9,2,6,2,1,2,0,1602,20,1,0
67,3,167015,3,13,4,6,1,1,1,0,0,30,1,0
52,1,114062,7,9,1,11,5,1,2,0,0,40,1,0
23,1,151888,4,10,2,6,2,1,1,0,0,40,1,0
42,1,99651,15,12,3,11,3,1,1,0,0,55,1,0
43,1,115323,3,13,3,1,3,1,1,3103,0,40,1,1
38,3,261382,4,10,3,3,3,1,1,0,0,40,1,0
45,5,348172,3,13,3,8,3,3,1,7298,0,40,1,1
34,1,69251,7,9,3,3,3,3,1,0,0,40,1,1
22,1,97508,7,9,2,2,2,1,1,0,0,50,1,0
47,1,185385,7,9,3,10,3,1,1,5013,0,24,1,0
26,1,153078,7,9,2,4,2,3,1,0,0,80,#N/A,1
54,6,206862,7,9,3,1,3,1,1,0,0,36,1,1
42,1,211860,7,9,#N/A,4,1,1,1,0,0,40,1,0
59,1,252714,7,9,3,5,3,1,1,0,0,30,5,0
68,2,235882,1,16,3,10,3,1,1,0,2377,60,1,1
55,1,130957,7,9,3,11,3,1,1,0,0,45,1,0
29,1,264166,4,10,2,4,1,1,2,0,0,60,7,0
47,1,148549,3,13,3,10,3,1,1,0,0,50,1,0
35,1,162358,3,13,2,1,1,1,2,0,0,50,1,1
21,#N/A,169600,4,10,5,#N/A,2,1,2,0,0,35,1,0
19,1,250639,4,10,2,2,2,1,1,0,0,24,1,0
42,1,32080,7,9,#N/A,5,5,1,2,0,0,40,1,0
67,1,264095,4,10,3,7,3,1,1,9386,0,24,18,1
36,1,181705,9,7,3,3,3,1,1,0,0,40,1,0
21,1,203914,7,9,3,4,4,1,2,0,0,19,1,0
33,2,171151,7,9,2,4,1,2,2,0,0,40,1,0
49,1,199058,7,9,3,4,3,1,1,0,0,38,1,0
35,1,224566,4,10,2,1,1,1,1,0,0,60,1,0
46,1,25894,1,16,1,10,1,3,1,0,0,40,19,1
50,1,98975,3,13,3,4,3,1,1,15024,0,40,1,1
35,1,187022,7,9,1,10,1,1,1,0,0,40,1,0
32,1,48458,7,9,2,6,2,2,2,0,1669,45,1,0
28,4,526528,4,10,2,4,5,2,2,3887,0,40,1,0
18,1,201613,2,8,2,6,2,1,2,0,0,20,1,0
39,2,178100,3,13,2,10,1,1,2,0,0,40,1,0
51,1,162988,8,6,1,2,5,1,2,0,0,25,1,0
31,1,283268,3,13,2,10,5,1,2,0,0,36,1,0
17,5,192387,6,5,2,2,2,1,1,0,0,45,1,0
33,5,248346,15,12,3,11,3,1,1,0,0,50,1,0
37,1,149297,7,9,2,7,1,4,1,0,0,30,1,0
50,1,40623,4,10,1,6,1,1,2,0,0,40,1,0
38,1,208379,3,13,2,5,1,1,2,0,0,8,1,0
48,1,253596,3,13,1,1,5,1,2,0,0,48,1,0
26,1,118497,7,9,3,11,3,1,1,0,0,60,1,0
48,5,121622,10,14,2,10,5,1,2,0,1380,40,1,0
42,3,217597,7,9,1,6,2,1,1,0,0,50,#N/A,0
39,1,225605,7,9,3,8,3,1,1,0,0,24,1,0
44,1,344060,3,13,2,2,1,1,1,0,0,40,1,1
38,6,379485,15,12,1,1,5,1,1,0,0,45,1,0
21,1,198996,4,10,2,5,2,1,2,0,0,30,1,0
37,1,127772,3,13,2,11,1,1,1,0,0,40,1,0
47,1,151584,7,9,1,6,2,1,1,0,1876,40,1,0
49,6,197332,4,10,3,6,3,1,1,0,0,60,1,0
48,1,57534,4,10,3,5,3,1,1,0,0,40,1,0
61,1,227468,7,9,1,4,5,2,2,0,0,40,1,0
35,6,200352,3,13,3,12,3,1,1,0,0,45,1,1
30,1,260782,7,9,2,11,5,1,1,0,0,40,#N/A,0
48,6,188694,1,16,3,1,3,1,1,0,0,40,1,1
38,1,131461,6,5,3,2,4,2,2,0,0,24,31,0
47,4,34845,3,13,3,4,3,1,1,0,0,45,14,1
43,1,45975,2,8,3,6,3,1,1,0,0,40,5,0
39,1,70240,4,10,3,6,4,3,2,0,0,40,9,0
55,6,209569,7,9,1,6,5,1,2,0,0,50,1,1
55,1,199919,7,9,3,2,3,1,1,0,0,15,1,0
27,2,271328,3,13,2,10,1,1,1,0,0,60,1,0
41,1,223934,15,12,1,4,5,1,2,0,0,38,1,0
20,1,289405,4,10,2,6,2,1,1,0,1602,15,1,0
49,1,274720,7,9,3,11,3,2,1,0,0,40,1,0
39,1,368586,7,9,1,3,1,1,2,0,0,37,16,0
57,3,75785,7,9,3,5,3,1,1,0,0,70,1,0
29,1,193125,7,9,2,5,1,1,2,0,0,40,1,0
47,1,173271,7,9,1,4,5,1,2,0,0,40,1,0
30,1,30226,9,7,1,6,2,1,1,0,0,40,1,0
17,1,36801,8,6,2,2,2,1,2,0,0,18,1,0
49,1,79436,7,9,3,7,3,1,1,0,0,48,1,0
27,1,292120,7,9,1,12,1,1,2,0,0,45,1,0
55,2,256335,3,13,1,1,5,2,1,0,0,40,1,0
31,5,243665,7,9,3,9,3,1,1,0,0,41,1,1
33,3,312055,3,13,3,6,3,1,1,0,0,45,1,1
18,1,193741,9,7,2,2,6,2,1,0,0,30,1,0
27,1,279872,4,10,1,2,1,1,1,0,0,40,1,0
35,1,194490,7,9,1,4,5,1,2,0,0,38,1,0
51,3,138200,15,12,2,8,2,1,2,0,0,40,1,0
25,1,257910,3,13,2,10,1,1,1,0,0,45,1,0
57,1,238017,7,9,4,12,1,2,2,0,0,54,1,0
53,1,224894,13,3,3,14,4,2,2,0,0,10,31,0
20,1,70240,7,9,2,6,2,3,2,0,0,24,9,0
25,3,209384,7,9,2,2,6,1,1,0,0,32,1,0
40,4,196456,4,10,2,4,2,1,2,0,0,40,1,0
20,#N/A,40060,4,10,2,#N/A,2,1,1,0,0,56,1,0
18,3,213024,4,10,2,8,2,1,1,0,0,30,1,0
27,1,116207,6,5,3,11,3,1,1,0,0,32,1,0
37,1,170408,#N/A,11,1,5,1,1,2,0,0,30,1,0
39,1,183898,15,12,3,11,3,1,1,7688,0,60,14,1
36,1,33157,4,10,3,1,3,1,1,0,0,50,1,1
48,1,275154,7,9,3,7,3,2,1,0,0,40,1,0
27,1,142712,10,14,2,12,1,1,1,0,0,40,#N/A,0
46,2,30219,4,10,3,1,3,1,1,7688,0,38,1,1
18,1,201901,7,9,2,7,2,1,2,0,1719,15,1,0
29,1,118337,7,9,3,3,3,1,1,0,0,60,1,0
21,5,38771,4,10,2,4,2,1,1,0,0,40,1,0
53,1,250034,3,13,3,1,3,2,1,0,0,50,1,1
35,1,212465,7,9,2,2,1,1,1,0,0,40,1,0
27,1,110622,13,3,2,6,2,3,2,0,0,20,15,0
49,1,125421,7,9,1,4,5,1,2,0,0,38,1,0
40,5,99666,7,9,3,3,3,1,1,0,0,55,1,0
54,3,36327,5,4,3,5,3,1,1,0,0,50,1,0
33,#N/A,139051,9,7,#N/A,#N/A,5,2,2,0,0,53,1,0
47,3,51664,9,7,3,8,3,1,1,0,0,60,1,0
31,1,236861,7,9,3,11,3,1,1,0,0,60,1,0
30,1,340917,3,13,3,11,3,1,1,0,0,40,1,0
25,1,88922,7,9,3,3,3,2,1,0,0,40,1,0
26,1,388812,4,10,2,6,1,2,1,0,0,35,1,0
39,6,222641,3,13,3,6,3,1,1,0,0,40,1,0
19,1,282698,5,4,2,4,2,1,1,0,0,80,1,0
34,1,226702,4,10,3,11,3,1,1,0,0,40,1,0
33,4,43608,4,10,2,1,1,2,2,0,0,40,1,0
43,3,260696,10,14,1,10,1,1,2,0,0,20,1,0
31,1,112062,3,13,2,10,1,1,2,0,0,40,1,0
42,1,124692,10,14,3,1,3,1,1,0,0,40,1,1
28,1,153475,3,13,2,4,2,1,2,0,0,16,23,0
25,1,193051,7,9,2,1,2,1,1,0,0,25,1,0
18,1,165532,4,10,2,6,2,1,1,0,0,15,1,0
31,1,177596,4,10,2,4,1,1,2,0,0,40,16,0
40,1,180985,10,14,3,1,3,1,1,0,0,50,1,1
38,1,324053,3,13,3,6,3,1,1,0,0,40,1,1
50,1,152810,3,13,3,6,3,1,1,0,0,40,1,1
39,1,140854,7,9,3,3,3,1,1,0,1902,60,1,1
55,1,209535,7,9,1,3,1,1,1,0,0,40,1,0
64,1,265786,13,3,3,2,3,2,1,0,0,40,1,0
36,1,179731,7,9,2,14,6,1,2,0,0,20,#N/A,0
27,1,130067,4,10,2,1,1,1,2,0,0,65,1,0
72,1,128529,7,9,4,2,5,1,2,0,0,28,1,0
30,1,54608,3,13,3,4,3,1,1,0,0,40,1,0
23,1,34113,7,9,3,11,3,1,1,0,0,45,1,0
56,3,115422,7,9,3,1,3,1,1,0,0,35,1,0
47,1,105273,3,13,4,11,5,2,2,6497,0,40,1,0
52,1,194580,13,3,1,8,5,1,1,0,0,40,1,0
25,1,77698,7,9,2,5,1,3,2,0,0,40,9,0
36,1,278576,7,9,3,3,3,1,1,0,0,50,1,0
40,1,174575,3,13,3,1,3,1,1,0,0,45,1,1
25,1,334267,7,9,2,11,6,1,1,0,0,45,1,0
51,6,129525,7,9,2,6,6,1,1,0,0,40,#N/A,0
42,4,37997,3,13,3,1,3,1,1,0,0,40,1,0
38,1,166416,7,9,3,5,3,1,1,0,0,40,1,0
65,#N/A,327154,7,9,4,#N/A,5,1,2,0,0,40,1,0
28,1,159724,3,13,5,6,1,1,2,0,0,50,1,0
55,1,161423,10,14,3,10,3,1,1,0,0,52,1,1
48,6,54190,12,15,3,10,3,1,1,15024,0,40,1,1
50,6,207246,4,10,#N/A,1,5,1,2,0,0,75,1,0
23,1,141272,3,13,2,2,2,2,2,0,0,30,1,0
19,1,300679,4,10,2,11,2,1,2,0,0,40,1,0
17,1,91141,8,6,2,6,2,1,1,0,0,8,1,0
39,1,257942,3,13,3,6,3,1,1,0,0,60,1,1
25,1,252752,4,10,2,10,1,1,2,0,0,8,1,0
28,#N/A,131310,2,8,3,#N/A,4,1,2,0,0,20,14,0
32,1,209691,3,13,3,6,3,1,1,0,0,42,1,1
64,1,162761,4,10,4,6,1,1,1,2354,0,35,1,0
26,1,50053,3,13,2,10,1,1,1,0,0,37,1,0
41,3,219869,4,10,4,8,5,1,1,0,0,40,1,0
35,5,258037,7,9,3,11,3,1,1,0,0,40,18,1
21,1,182117,15,12,2,2,2,1,1,0,0,40,1,0
26,1,224361,4,10,3,11,3,1,1,0,0,40,1,0
62,1,132917,4,10,3,3,3,2,1,0,0,20,1,0
24,1,148315,7,9,2,7,5,1,1,0,0,45,1,0
21,1,35424,4,10,2,6,2,1,2,0,0,25,1,0
48,1,107682,7,9,4,5,1,1,2,0,0,10,1,0
44,1,173704,3,13,3,1,3,1,1,0,0,40,1,1
47,1,93449,7,9,3,11,3,3,1,0,0,60,2,0
42,1,162003,7,9,1,5,1,1,1,0,0,55,1,0
49,1,195727,3,13,3,1,3,1,1,0,0,40,1,0
43,5,115603,4,10,1,4,5,1,2,0,0,40,1,0
41,1,116103,7,9,4,1,6,1,1,914,0,40,1,0
41,1,336643,4,10,1,1,1,1,2,0,0,80,1,0
21,1,145389,4,10,2,10,1,1,2,0,0,25,1,0
30,1,90308,11,1,2,2,5,1,1,0,0,28,23,0
42,5,70655,7,9,3,11,3,1,1,0,0,44,1,0
22,1,229987,4,10,2,12,6,3,2,0,0,32,1,0
42,1,46743,4,10,3,10,4,1,2,0,0,25,#N/A,0
26,1,124068,4,10,2,4,1,1,2,0,0,20,1,0
70,1,135601,3,13,3,10,3,1,1,20051,0,35,1,1
65,6,139272,3,13,3,6,3,1,1,99999,0,60,1,1
28,1,206889,7,9,1,11,1,1,1,0,0,40,1,0
41,5,291831,10,14,3,10,3,1,1,0,0,35,1,0
31,1,106753,#N/A,11,3,11,3,1,1,0,1740,40,1,0
45,1,126876,7,9,1,11,2,1,2,0,0,40,1,0
39,1,308945,3,13,2,4,2,1,2,0,0,50,1,0
71,#N/A,158437,13,3,3,#N/A,3,1,1,0,0,40,32,0
59,1,145574,9,7,3,4,3,1,1,0,0,40,1,0
42,5,238188,10,14,3,10,3,1,1,0,0,35,1,1
31,1,251659,4,10,3,2,3,3,1,0,1485,55,#N/A,1
45,6,271901,7,9,3,6,3,1,1,0,0,32,1,1
47,6,207540,5,4,3,11,3,1,1,0,0,40,#N/A,0
27,#N/A,174163,4,10,3,#N/A,4,1,2,0,0,40,1,1
54,6,357596,3,13,3,1,3,1,1,7298,0,55,1,1
22,1,100188,4,10,2,10,2,1,2,0,0,20,1,0
61,1,197286,3,13,3,5,3,1,1,0,0,40,1,1
44,1,128676,4,10,2,4,1,2,2,0,0,40,1,0
55,1,119751,10,14,2,1,5,3,2,0,0,50,17,0
68,#N/A,351402,1,16,3,#N/A,3,1,1,0,0,70,1,0
43,1,289669,10,14,1,10,5,1,2,0,2547,40,1,1
46,1,166003,9,7,3,5,3,1,1,0,0,40,1,0
60,1,119684,4,10,3,5,3,1,1,3103,0,40,1,1
43,1,64631,7,9,3,1,3,1,1,15024,0,50,1,1
25,1,64671,14,2,2,2,1,3,2,0,0,40,9,0
30,1,403433,3,13,2,10,1,2,1,0,0,50,1,1
59,1,191965,9,7,3,2,4,1,2,3908,0,28,1,0
26,1,233777,7,9,3,11,3,1,1,0,0,72,7,0
46,1,191204,#N/A,11,2,1,2,1,2,0,0,40,1,0
32,1,340917,3,13,2,10,1,1,1,0,0,50,1,1
36,1,189674,7,9,2,14,5,2,2,0,0,28,#N/A,0
38,1,227615,14,2,3,7,3,1,1,0,0,40,7,0
41,1,445382,10,14,3,1,3,1,1,0,1977,65,1,1
40,1,32798,7,9,3,11,4,1,2,0,0,45,1,0
39,5,112284,10,14,1,10,1,1,2,0,0,40,1,0
37,1,160916,5,4,3,10,4,1,2,0,0,40,1,0
54,1,339667,7,9,2,4,1,1,1,0,0,41,1,0
35,1,189916,3,13,3,6,4,1,2,0,0,30,1,1
54,1,231482,3,13,3,1,3,1,1,0,0,40,1,0
21,#N/A,214810,4,10,2,#N/A,2,1,2,0,0,25,1,0
17,1,208463,7,9,2,6,2,1,2,0,0,20,1,0
56,3,221801,4,10,3,2,3,1,1,0,0,40,1,0
30,1,156464,7,9,2,6,2,1,1,0,0,40,14,0
21,1,311478,7,9,2,7,2,2,1,0,0,45,1,0
38,1,53930,8,6,2,11,1,2,1,0,0,40,#N/A,0
35,1,98389,9,7,3,8,3,1,1,0,0,40,1,0
52,1,137428,7,9,1,3,1,1,1,0,0,45,1,0
31,2,223376,3,13,2,4,5,2,2,0,0,40,1,0
74,#N/A,169303,7,9,3,#N/A,3,1,1,6767,0,6,1,0
25,1,29106,4,10,2,2,2,1,2,0,0,50,1,0
21,1,216867,4,10,2,7,2,1,1,0,0,40,1,0
17,5,161955,9,7,2,4,2,4,2,0,0,30,1,0
47,3,182752,7,9,3,4,4,1,2,0,0,35,22,0
47,1,214800,#N/A,11,3,7,3,1,1,0,0,40,1,0
23,1,314823,4,10,2,4,2,1,1,0,0,24,1,0
23,1,203203,3,13,2,10,1,1,2,0,0,40,1,0
44,1,279183,4,10,3,2,2,1,2,0,0,40,1,1
31,1,37939,4,10,3,6,3,1,1,0,0,43,1,0
44,5,34935,4,10,2,2,2,2,1,0,0,40,1,0
17,1,350538,8,6,2,2,1,1,1,0,0,25,1,0
38,1,374983,3,13,3,10,3,1,1,0,0,50,1,0
66,#N/A,52728,3,13,3,#N/A,3,1,1,0,0,10,1,0
37,5,102936,3,13,1,10,5,1,2,0,0,55,1,0
34,3,114185,3,13,1,3,1,1,1,0,0,50,#N/A,0
25,#N/A,161235,#N/A,11,2,#N/A,2,1,1,0,0,90,1,0
43,1,397963,7,9,1,7,1,1,1,594,0,16,1,0
29,1,351902,7,9,1,6,1,1,1,0,0,34,1,0
70,3,152066,7,9,3,8,3,1,1,0,0,50,1,0
23,1,215395,4,10,2,11,1,1,1,0,0,40,1,0
39,1,114844,3,13,2,6,1,1,1,0,1876,50,1,0
44,1,175669,9,7,3,10,4,1,2,5178,0,36,1,1
21,#N/A,205940,4,10,2,#N/A,2,1,2,0,0,40,1,0
38,3,64875,7,9,1,8,1,1,1,0,0,50,1,0
37,1,319831,7,9,3,3,3,1,1,0,0,55,1,1
49,#N/A,481987,7,9,3,#N/A,3,1,1,0,0,60,1,0
30,1,30063,7,9,1,2,5,1,2,0,0,32,1,0
46,1,316271,13,3,3,11,3,1,1,0,0,55,1,0
73,#N/A,200878,7,9,4,#N/A,1,1,2,0,0,15,1,0
66,1,146810,7,9,3,3,3,1,1,0,0,24,1,0
28,1,166481,5,4,3,7,3,#N/A,1,0,2179,40,16,0
30,1,95923,15,12,5,4,5,1,2,0,0,45,1,0
43,1,27661,4,10,2,11,1,1,1,0,0,40,1,0
44,1,174283,7,9,3,11,3,1,1,0,0,40,1,1
34,1,115040,7,9,3,11,3,1,1,0,0,44,1,0
62,1,116812,4,10,1,4,1,1,2,0,0,40,1,0
22,1,163870,4,10,2,4,2,1,1,0,0,20,1,0
52,3,40200,4,10,4,11,1,2,1,0,0,35,1,0
39,1,230329,3,13,3,6,3,1,1,0,0,40,11,1
46,1,175622,#N/A,11,3,12,3,1,1,0,0,40,1,0
44,3,120837,7,9,3,1,3,1,1,0,0,66,1,0
45,5,186375,#N/A,11,3,9,3,1,1,0,0,40,1,0
24,#N/A,108495,7,9,2,#N/A,2,1,1,0,0,40,1,0
34,1,277314,15,12,3,6,3,2,1,0,1902,50,1,1
41,3,233130,7,9,3,1,3,1,1,0,0,45,7,0
47,1,244025,7,9,2,5,5,4,1,0,0,56,16,0
23,#N/A,302836,15,12,3,#N/A,3,1,1,0,0,40,23,0
33,1,54318,7,9,3,11,3,1,1,0,0,40,1,1
48,5,125892,10,14,3,1,3,1,1,0,0,40,1,1
72,1,192732,7,9,3,7,3,1,1,0,0,20,1,0
36,1,186110,4,10,3,3,3,1,1,0,0,40,1,0
42,3,207392,7,9,3,6,3,1,1,0,0,12,1,0
31,1,96480,7,9,2,4,1,1,2,0,0,50,1,0
33,1,51185,4,10,3,11,3,1,1,0,0,40,1,0
30,1,195750,7,9,2,7,2,1,1,0,0,27,1,0
29,1,35032,7,9,3,11,3,1,1,0,0,40,1,0
20,1,157541,4,10,2,11,2,1,1,0,0,40,1,0
18,1,168740,9,7,2,7,2,1,1,0,0,30,1,0
40,2,119578,3,13,2,10,5,1,2,0,0,20,1,0
57,1,187138,7,9,1,4,1,1,2,0,0,40,1,0
19,1,138153,4,10,2,4,2,1,2,0,0,10,1,0
32,1,73498,5,4,1,2,5,1,2,0,0,40,1,0
49,1,33673,2,8,2,3,1,3,1,0,0,35,1,0
61,6,156653,7,9,1,6,1,1,1,0,0,55,1,0
18,#N/A,151463,9,7,2,#N/A,6,1,1,0,0,7,1,0
39,1,388023,7,9,1,1,1,1,2,0,0,38,1,0
39,1,181983,1,16,1,1,1,1,2,0,2559,60,8,1
21,1,184135,7,9,2,5,2,2,1,0,0,1,1,0
37,1,98644,3,13,3,10,4,1,2,0,0,16,#N/A,1
33,3,190027,10,14,2,1,1,2,2,0,0,70,1,1
54,1,138944,7,9,3,6,3,1,1,0,0,44,1,0
30,1,165686,3,13,2,2,1,1,2,0,0,40,1,0
38,1,179262,4,10,1,4,5,1,2,0,0,30,1,0
35,1,169672,9,7,3,6,3,1,1,0,0,65,1,0
76,1,116202,7,9,4,2,5,1,2,0,0,33,1,0
20,1,145917,4,10,2,4,2,1,2,0,0,15,1,0
48,3,48384,3,13,1,6,1,1,1,0,0,60,1,0
25,#N/A,200681,4,10,2,#N/A,2,1,1,0,0,40,1,0
48,5,169515,3,13,1,9,1,2,2,0,0,43,1,1
31,1,274818,4,10,2,4,1,1,2,0,0,40,1,0
38,1,162164,9,7,4,11,5,1,1,0,0,40,1,0
34,1,188736,7,9,3,5,6,#N/A,2,0,0,20,#N/A,0
54,1,204397,4,10,3,8,3,1,1,0,0,50,1,0
21,1,126568,7,9,2,4,6,1,1,0,0,40,1,0
58,#N/A,141409,#N/A,11,3,#N/A,3,1,1,0,0,40,1,0
23,1,152189,15,12,2,2,1,1,1,0,0,40,1,0
38,6,312232,3,13,3,6,3,1,1,0,0,55,1,1
44,1,139338,2,8,1,3,5,2,1,0,0,40,1,0
31,1,339482,14,2,3,5,3,1,1,0,0,40,7,0
22,1,37932,4,10,2,6,1,1,1,0,0,25,1,0
33,1,229716,7,9,1,4,1,1,1,0,0,38,1,0
54,5,31533,10,14,3,4,3,1,1,7298,0,40,1,1
45,1,107231,15,12,3,11,3,1,1,0,0,45,1,0
61,1,35649,4,10,3,2,3,1,1,0,0,6,1,0
63,1,361631,10,14,#N/A,10,1,1,2,0,0,40,1,1
44,4,38434,3,13,4,1,5,1,2,0,0,40,1,1
47,1,44216,7,9,1,1,5,1,2,0,0,45,1,0
41,1,244522,7,9,3,11,3,1,1,7688,0,42,1,1
47,1,296066,4,10,3,10,3,1,1,0,0,40,1,0
51,1,192386,#N/A,11,1,11,1,1,1,6849,0,40,1,0
39,1,190728,7,9,2,4,1,1,2,0,0,40,1,0
36,#N/A,186815,10,14,3,#N/A,3,1,1,0,0,50,1,0
25,1,190350,7,9,2,4,5,2,2,0,0,40,1,0
27,3,208406,3,13,3,1,3,1,1,0,0,60,1,1
24,2,413345,4,10,3,10,4,1,2,0,0,50,1,0
54,5,277777,3,13,3,10,4,1,2,3103,0,40,1,1
40,1,205680,10,14,3,1,3,1,1,0,0,50,1,0
27,1,376936,7,9,2,11,1,1,1,0,0,40,1,0
36,1,29984,2,8,3,3,3,1,1,0,0,40,1,0
38,#N/A,245372,4,10,3,#N/A,3,1,1,0,0,75,1,1
29,1,204984,7,9,3,11,3,1,1,0,0,50,1,0
39,1,206520,7,9,2,4,1,1,1,0,0,45,1,0
44,5,193755,15,12,2,9,1,1,1,0,0,40,1,0
58,1,193374,7,9,2,14,1,1,1,0,1719,40,1,0
44,6,71556,10,14,3,6,3,1,1,0,0,50,#N/A,1
23,1,306639,6,5,3,5,3,1,1,0,0,40,1,0
58,5,100054,10,14,3,10,3,1,1,0,0,40,1,1
81,1,114670,6,5,4,14,1,2,2,2062,0,5,1,0
